,id,actor_id,final_score
0,1572,2231,5.9676132834035265
1,21183,2231,2.638361574940456
2,6071,2231,2.1516650550896386
3,28313,2231,2.1631817757465845
4,680,2231,91.4617500898277
5,13815,2231,1.8856572580575075
6,329,2231,1.943011636730304
7,9516,2231,1.6995445986752182
8,41588,2231,0.038445995014821606
9,319,2231,3.684201717942277
10,20759,2231,0.757203275972668
11,1645,2231,5.412544857262134
12,11412,2231,5.697080542912311
13,27845,2231,0.5889637499375524
14,67365,2231,0.11622808749838179
15,769,2231,0.9119522835914795
16,31000,2231,0.8291305913729601
17,6072,2231,3.317868446140574
18,45153,2231,0.3933667722257853
19,184,2231,8.712240716527274
20,10153,2231,1.7371244965552315
21,1389,2231,0.8367254493327841
22,11587,2231,0.2094782306604449
23,9631,2231,4.379547383473739
24,1893,2231,1.8106048078126311
25,14283,2231,0.4869928066930037
26,8914,2231,1.215409789313581
27,8052,2231,2.3040061448285245
28,9644,2231,3.176562733904027
29,9869,2231,2.4205336775777586
30,36739,2231,2.6847106709909117
31,925,2231,1.5696482399525478
32,41823,2231,0.5682838473430888
33,1713,2231,0.7389826958049979
34,10479,2231,3.3530072038840495
35,479,2231,2.2569420901579376
36,19380,2231,0.5529784226236584
37,9741,2231,6.943397763788835
38,17159,2231,2.786898803503489
39,25208,2231,3.670749749312132
40,9602,2231,1.3371021728290042
41,12150,2231,1.666433787823563
42,37835,2231,0.30679428720174684
43,1537,2231,2.4187609496477567
44,1894,2231,3.4599122503995146
45,7451,2231,3.1019202383820375
46,18913,2231,0.8175848466895331
47,1613,2231,2.462623037560281
48,25566,2231,0.6476779744475248
49,10782,2231,4.297962322903832
50,9257,2231,4.876912287879096
51,2017,2231,1.0254955409883262
52,13572,2231,1.1397641520000001
53,393,2231,5.223955892613
54,16136,2231,1.692022946184265
55,20876,2231,0.391549944790699
56,9806,2231,10.076719983284264
57,45145,2231,0.15843709597791414
58,16635,2231,0.7174940779694688
59,7214,2231,7.359760513345766
60,11679,2231,2.4804030851888648
61,1895,2231,4.135920523256016
62,25975,2231,0.2534516443369517
63,9074,2231,3.164228178406887
64,9959,2231,1.326550831809441
65,326,2231,1.6910794519918355
66,12486,2231,0.06500756015532846
67,14171,2231,1.2375061628658344
68,7874,2231,3.7548955745582737
69,3021,2231,3.7692067267164626
70,13074,2231,2.8814016264462725
71,13252,2231,3.229380687092601
72,8247,2231,2.8458378375737543
73,1726,2231,4.004001721789212
74,12180,2231,1.24709799797441
75,8285,2231,0.6221113162895495
76,13279,2231,5.358726953430008
77,14655,2231,4.156860683118884
78,14711,2231,2.4461114707805054
79,16869,2231,0.8528925902860672
80,16577,2231,1.9004787805456662
81,10138,2231,4.065354217815531
82,38199,2231,3.858781322339341
83,27581,2231,3.072475995596185
84,37080,2231,1.491355848944761
85,56831,2231,2.246869561270725
86,10195,2231,2.4846711612236887
87,57586,2231,2.05267418085772
88,1771,2231,4.116532489641453
89,24428,2231,17.47005147498364
90,71254,2231,2.096489753854126
91,94204,2231,0.4605829631773777
92,208988,2231,0.05741537111111111
93,288421,2231,0.0
94,68718,2231,7.347401757354186
95,98339,2231,2.8363114589604552
96,86843,2231,0.1257872694117647
97,77950,2231,2.2007585248754693
98,133931,2231,1.870958512
99,87516,2231,2.03206444229063
100,240916,2231,3.5917107184596953
101,97020,2231,1.0874840303382216
102,100402,2231,10.667988832374684
103,207703,2231,16.086138471821947
104,99861,2231,9.017490247884652
105,173299,2231,0.04864383720608351
106,273248,2231,14.482788999610527
107,230179,2231,1.831616135
108,192712,2231,0.8179125355977562
109,248574,2231,1.9136370919272974
110,62931,2231,2.184029196537115
111,66799,2231,0.41636345752173565
112,45147,2231,0.272998891394564
113,67083,2231,0.6014139709087785
114,168098,2231,1.0380169745147505
115,258489,2231,7.888062800208531
116,283366,2231,12.384760167555878
117,259910,2231,0.8227289402635475
118,411019,2231,9.086872712453886
119,47971,2231,3.6334583949063717
120,293167,2231,10.593610795566416
121,140465,2231,0.3142201472006096
122,862,31,15.973084872844659
123,568,31,12.446653819090868
124,13,31,38.558318662106934
125,9800,31,9.527282209885334
126,858,31,5.243287501261044
127,32562,31,1.1825205347678915
128,9591,31,3.31283278694053
129,857,31,16.47521168388187
130,11974,31,4.201635502110396
131,2619,31,3.620519766961872
132,10466,31,3.1744282426722927
133,29968,31,3.7530103610234056
134,9489,31,4.8213763986557945
135,2280,31,5.6540663833873115
136,56235,31,0.006630312264130632
137,863,31,11.641416958209296
138,9586,31,1.45937673
139,497,31,15.937283914610804
140,11287,31,6.208607505696601
141,19259,31,2.4365835834622946
142,12309,31,2.0157815764309714
143,40820,31,1.051205442122142
144,8358,31,14.834499421157473
145,6951,31,4.7842525890051775
146,65262,31,0.24113467818181825
147,2565,31,2.7434234953040066
148,4147,31,8.90747443610493
149,640,31,11.547682871757159
150,20763,31,1.1968616970189963
151,10023,31,2.182136283011228
152,5516,31,5.3446266053622224
153,594,31,8.854245483236573
154,10905,31,1.1391175263615179
155,5255,31,7.01957069962329
156,30983,31,2.6549681506275267
157,591,31,9.511611914993019
158,920,31,1.5492266681924853
159,13508,31,3.6915257899084915
160,35,31,2.255236388087168
161,6538,31,5.112264727025114
162,16279,31,1.442156459835555
163,13448,31,11.37884769238865
164,5707,31,0.12404862
165,10193,31,12.08736074713144
166,15302,31,2.9916043553381786
167,59861,31,3.7176451620686293
168,64685,31,3.701958168163723
169,208988,31,0.08612305666666667
170,208988,31,0.03039637294117647
171,83542,31,7.186750117319631
172,32694,31,0.02306322767419206
173,109424,31,9.814434210122288
174,213121,31,0.33968547991049963
175,140823,31,8.03045624999095
176,170039,31,1.0538285037269077
177,77887,31,3.823384688248796
178,82424,31,1.5040017154848544
179,37641,31,0.3303923391721107
180,130925,31,4.12645259881742
181,256835,31,3.940520502689555
182,253639,31,0.2920970978373271
183,339988,31,20.118250318035237
184,296098,31,8.856682594025248
185,356325,31,0.7080554033825266
186,357125,31,0.05882633105619482
187,270010,31,3.3297500907557525
188,87061,31,1.8641729720291902
189,363676,31,11.148608823570028
190,207932,31,6.315997816620761
191,140465,31,0.37135108305526593
192,305642,31,0.585680778312676
193,331214,31,0.6154808743748281
194,19760,18277,0.29052373355122624
195,1642,18277,4.315734797471134
196,2064,18277,8.085851119507279
197,1637,18277,4.141838415834951
198,9739,18277,3.8112450742174637
